HomePage,HomePage_Duration,LandingPage,LandingPage_Duration,ProductDescriptionPage,ProductDescriptionPage_Duration,GoogleMetric:Bounce Rates,GoogleMetric:Exit Rates,GoogleMetric:Page Values,SeasonalPurchase,Month_SeasonalPurchase,OS,SearchEngine,Zone,Type of Traffic,CustomerType,Gender,Cookies Setting,Education,Marital Status,WeekendPurchase,Made_Purchase
0.0,0.0,0.0,0.0,13.0,334.9666667,0.0,0.007692308,0.0,0.0,Feb,1.0,1.0,1.0,4.0,Returning_Visitor,Male,Required,Diploma,Single,1.0,False
0.0,0.0,0.0,0.0,2.0,32.0,0.0,0.1,0.0,0.0,Feb,2.0,2.0,1.0,3.0,Returning_Visitor,Female,Deny,Diploma,Other,0.0,False
0.0,0.0,0.0,0.0,20.0,2981.166667,0.0,0.01,0.0,0.0,Feb,2.0,4.0,4.0,4.0,Returning_Visitor,Female,Deny,Graduate,Other,0.0,False
0.0,0.0,0.0,0.0,8.0,136.16666669999998,0.0,0.008333333,0.0,1.0,Feb,2.0,2.0,5.0,1.0,Returning_Visitor,Not Specified,Required,Others,Other,1.0,False
0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,Feb,3.0,3.0,1.0,3.0,Returning_Visitor,Female,ALL,Others,Single,0.0,False
0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.1,0.0,0.8,Feb,2.0,4.0,1.0,3.0,Returning_Visitor,Not Specified,Required,Others,Other,0.0,False
0.0,0.0,0.0,0.0,5.0,156.0,0.0,0.04,0.0,0.0,Feb,1.0,1.0,9.0,3.0,Returning_Visitor,Male,Deny,Not Specified,Single,0.0,False
4.0,64.6,0.0,0.0,32.0,1135.444444,0.002857143,0.00952381,0.0,0.0,Feb,2.0,2.0,1.0,3.0,Returning_Visitor,Male,ALL,Graduate,Single,0.0,False
0.0,0.0,0.0,0.0,4.0,63.0,0.0,0.05,0.0,0.2,Feb,2.0,6.0,1.0,3.0,Returning_Visitor,Male,ALL,Not Specified,Other,0.0,False
1.0,6.0,1.0,0.0,45.0,1582.75,0.043478261,0.050821256,54.17976426,0.4,Feb,3.0,2.0,1.0,1.0,Returning_Visitor,Male,ALL,Graduate,Other,0.0,False
0.0,0.0,0.0,0.0,52.0,2086.242857,0.015384615,0.020352564,0.0,0.0,Feb,2.0,2.0,7.0,1.0,Returning_Visitor,Not Specified,Deny,Graduate,Single,0.0,False
0.0,0.0,0.0,0.0,8.0,388.0,0.025,0.05625,0.0,0.0,Feb,3.0,2.0,1.0,4.0,Returning_Visitor,Not Specified,Deny,Not Specified,Married,1.0,False
0.0,0.0,0.0,0.0,7.0,63.0,0.028571429,0.071428571,0.0,0.6,Feb,2.0,2.0,1.0,3.0,Returning_Visitor,Male,ALL,Others,Other,0.0,False
0.0,0.0,0.0,0.0,9.0,482.0,0.0,0.022222222000000003,0.0,0.0,Feb,2.0,5.0,1.0,6.0,Returning_Visitor,Male,Deny,Graduate,Married,0.0,False
1.0,9.0,0.0,0.0,46.0,4084.393939,0.0,0.001794872,0.0,0.0,Feb,2.0,2.0,8.0,4.0,Returning_Visitor,Female,Deny,Graduate,Married,0.0,False
0.0,0.0,0.0,0.0,22.0,622.25,0.003030303,0.006060606,0.0,0.2,Feb,2.0,5.0,1.0,4.0,Returning_Visitor,Female,ALL,Graduate,Single,0.0,False
0.0,0.0,0.0,0.0,14.0,222.4,0.017142857,0.05714285700000001,0.0,0.0,Feb,1.0,1.0,1.0,2.0,Returning_Visitor,Not Specified,Deny,Diploma,Other,0.0,False
0.0,0.0,0.0,0.0,3.0,80.0,0.066666667,0.133333333,0.0,0.2,Feb,3.0,2.0,1.0,3.0,Returning_Visitor,Not Specified,Deny,Not Specified,Single,0.0,False
0.0,0.0,0.0,0.0,11.0,800.8333332999998,0.0,0.003636364,0.0,0.0,Feb,3.0,2.0,1.0,3.0,Returning_Visitor,Female,Required,Graduate,Single,0.0,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.6,Feb,2.0,2.0,3.0,2.0,Returning_Visitor,Male,Required,Diploma,Single,0.0,False
0.0,0.0,0.0,0.0,12.0,265.1666667,0.011111111000000002,0.026111111,0.0,0.2,Feb,3.0,2.0,1.0,3.0,Returning_Visitor,Male,ALL,Others,Other,0.0,False
0.0,0.0,0.0,0.0,4.0,160.0,0.0,0.075,0.0,0.0,Feb,4.0,2.0,2.0,3.0,Returning_Visitor,Male,Deny,Others,Married,0.0,False
0.0,0.0,0.0,0.0,4.0,135.66666669999998,0.05,0.025,0.0,0.4,Feb,3.0,3.0,1.0,4.0,Returning_Visitor,Male,Required,Not Specified,Other,0.0,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,Feb,2.0,4.0,1.0,3.0,Returning_Visitor,Not Specified,Deny,Diploma,Single,0.0,False
4.0,56.0,2.0,120.0,36.0,998.7416667,0.0,0.014736467,19.44707913,0.2,Feb,2.0,2.0,4.0,1.0,Returning_Visitor,Not Specified,Deny,Others,Married,0.0,False
2.0,16.0,0.0,0.0,16.0,381.6865079,0.011764706000000002,0.046568627,0.0,0.6,Feb,2.0,4.0,2.0,1.0,Returning_Visitor,Male,Required,Not Specified,Other,0.0,False
0.0,0.0,0.0,0.0,6.0,169.0,0.0,0.016666667,0.0,0.4,Feb,1.0,1.0,3.0,3.0,Returning_Visitor,Female,ALL,Graduate,Single,0.0,False
0.0,0.0,0.0,0.0,8.0,400.8,0.05,0.120833333,0.0,0.0,Feb,1.0,1.0,1.0,3.0,Returning_Visitor,Female,ALL,Others,Single,0.0,False
12.0,279.4166667,0.0,0.0,42.0,1553.583333,0.009000000000000001,0.019666667,38.30849268,0.0,Feb,1.0,1.0,3.0,2.0,Returning_Visitor,Not Specified,Deny,Diploma,Single,0.0,False
0.0,0.0,0.0,0.0,14.0,706.5,0.0,0.007142857,0.0,0.0,Feb,2.0,2.0,5.0,4.0,Returning_Visitor,Male,Required,Not Specified,Single,1.0,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Feb,2.0,2.0,4.0,3.0,Returning_Visitor,Female,ALL,Others,Other,0.0,False
3.0,87.83333333,0.0,0.0,27.0,798.3333332999998,0.0,0.012643678,22.9160357,0.8,Feb,2.0,2.0,3.0,1.0,Returning_Visitor,Male,Deny,Others,Married,0.0,True
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.6,Feb,2.0,2.0,5.0,1.0,Returning_Visitor,Female,Required,Others,Married,0.0,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,Feb,3.0,2.0,3.0,3.0,Returning_Visitor,Not Specified,ALL,Others,Other,0.0,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Feb,2.0,6.0,1.0,2.0,Returning_Visitor,Female,Required,Not Specified,Single,0.0,False
0.0,0.0,0.0,0.0,2.0,43.0,0.0,0.1,0.0,0.4,Feb,2.0,2.0,3.0,3.0,Returning_Visitor,Female,Required,Not Specified,Married,0.0,False
0.0,0.0,0.0,0.0,8.0,426.6666667,0.0,0.0125,0.0,0.0,Feb,2.0,4.0,3.0,2.0,Returning_Visitor,Female,Deny,Graduate,Single,0.0,False
0.0,0.0,0.0,0.0,16.0,588.3333332999998,0.0,0.025,0.0,0.0,Feb,2.0,4.0,1.0,1.0,Returning_Visitor,Not Specified,Required,Diploma,Married,0.0,False
10.0,1005.666667,0.0,0.0,36.0,2111.341667,0.004347826,0.014492753999999997,11.43941195,0.0,Feb,2.0,6.0,1.0,2.0,Returning_Visitor,Not Specified,Required,Not Specified,Single,0.0,True
0.0,0.0,0.0,0.0,2.0,76.0,0.0,0.05,0.0,0.6,Feb,3.0,2.0,3.0,3.0,Returning_Visitor,Female,Required,Diploma,Single,0.0,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,1.0,Feb,1.0,1.0,1.0,3.0,Returning_Visitor,Female,Deny,Others,Married,1.0,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.4,Feb,1.0,1.0,1.0,3.0,Returning_Visitor,Female,Deny,Not Specified,Other,0.0,False
0.0,0.0,0.0,0.0,7.0,208.0,0.0,0.028571429,0.0,0.0,Feb,4.0,1.0,1.0,5.0,Returning_Visitor,Not Specified,Required,Graduate,Other,1.0,False
0.0,0.0,0.0,0.0,4.0,270.0,0.0,0.016666667,0.0,0.8,Feb,1.0,1.0,1.0,3.0,Returning_Visitor,Male,ALL,Not Specified,Married,0.0,False
0.0,0.0,0.0,0.0,6.0,39.5,0.0,0.02,0.0,0.0,Feb,2.0,2.0,1.0,3.0,Returning_Visitor,Male,Required,Not Specified,Married,0.0,False
0.0,0.0,0.0,0.0,12.0,375.0,0.016666667,0.058333333,0.0,0.0,Feb,3.0,2.0,4.0,1.0,Returning_Visitor,Not Specified,Required,Diploma,Married,0.0,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.8,Feb,2.0,2.0,2.0,1.0,Returning_Visitor,Male,ALL,Others,Single,1.0,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Feb,1.0,1.0,1.0,3.0,Returning_Visitor,Not Specified,Deny,Not Specified,Other,0.0,False
0.0,0.0,0.0,0.0,7.0,337.5,0.028571429,0.023809524,0.0,0.4,Feb,4.0,1.0,3.0,3.0,Returning_Visitor,Female,Required,Others,Married,0.0,False
2.0,36.0,0.0,0.0,15.0,168.84615380000002,0.0,0.011764706000000002,0.0,0.4,Feb,1.0,1.0,1.0,3.0,Returning_Visitor,Female,ALL,Graduate,Married,0.0,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Feb,1.0,1.0,1.0,2.0,Returning_Visitor,Not Specified,Required,Others,Other,1.0,False
0.0,0.0,0.0,0.0,13.0,649.25,0.0,0.015384615,0.0,0.0,Feb,2.0,2.0,1.0,5.0,New_Visitor,Male,Required,Graduate,Married,0.0,False
0.0,0.0,0.0,0.0,6.0,1566.5,0.05,0.066666667,0.0,0.2,Feb,1.0,1.0,1.0,3.0,Returning_Visitor,Female,ALL,Not Specified,Single,0.0,False
0.0,0.0,0.0,0.0,4.0,105.0,0.0,0.025,0.0,0.6,Feb,1.0,1.0,1.0,4.0,Returning_Visitor,Not Specified,Deny,Graduate,Married,0.0,False
0.0,0.0,1.0,0.0,7.0,50.0,0.038095238,0.08095238099999999,0.0,0.6,Feb,2.0,4.0,1.0,7.0,Returning_Visitor,Not Specified,ALL,Graduate,Single,0.0,False
0.0,0.0,0.0,0.0,16.0,644.2,0.004166667,0.031666667,0.0,0.0,Feb,3.0,2.0,3.0,4.0,Returning_Visitor,Male,Required,Not Specified,Single,0.0,False
0.0,0.0,0.0,0.0,6.0,415.0,0.0,0.033333333,0.0,0.4,Feb,1.0,1.0,3.0,2.0,Returning_Visitor,Male,Deny,Others,Single,0.0,False
2.0,31.0,1.0,16.0,36.0,2083.530952,0.0,0.01351025,0.0,0.8,Feb,2.0,2.0,4.0,3.0,Returning_Visitor,Female,ALL,Not Specified,Other,0.0,False
3.0,58.5,0.0,0.0,17.0,281.6666667,0.007058824,0.017647059,0.0,0.0,Feb,1.0,1.0,3.0,4.0,Returning_Visitor,Male,Required,Not Specified,Single,0.0,False
0.0,0.0,0.0,0.0,2.0,27.0,0.15,0.15,0.0,0.0,Feb,1.0,1.0,7.0,2.0,Returning_Visitor,Not Specified,Deny,Graduate,Single,0.0,False
0.0,0.0,0.0,0.0,12.0,162.0,0.05,0.066666667,0.0,0.0,Feb,1.0,1.0,1.0,3.0,Returning_Visitor,Not Specified,Required,Diploma,Married,0.0,False
6.0,326.25,4.0,94.0,128.0,5062.213753,0.000854701,0.01791847,0.0,0.0,Feb,2.0,5.0,1.0,3.0,Returning_Visitor,Male,Required,Diploma,Single,0.0,False
0.0,0.0,0.0,0.0,4.0,253.0,0.0,0.016666667,0.0,0.6,Feb,2.0,2.0,3.0,3.0,Returning_Visitor,Not Specified,Deny,Others,Married,0.0,False
0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.0,0.4,Feb,2.0,2.0,1.0,3.0,Returning_Visitor,Male,ALL,Not Specified,Other,0.0,False
2.0,22.0,0.0,0.0,25.0,436.5,0.008,0.024,0.0,0.2,Feb,2.0,4.0,1.0,1.0,Returning_Visitor,Female,Required,Others,Married,0.0,False
0.0,0.0,1.0,93.0,30.0,1045.833333,0.012903226,0.035483871,0.0,0.2,Feb,1.0,1.0,1.0,3.0,Returning_Visitor,Not Specified,ALL,Diploma,Married,0.0,False
0.0,0.0,0.0,0.0,11.0,577.0,0.018181818,0.027272727000000004,0.0,0.2,Feb,2.0,2.0,3.0,1.0,Returning_Visitor,Female,Deny,Diploma,Single,0.0,False
0.0,0.0,0.0,0.0,4.0,135.5,0.0,0.05,0.0,0.6,Feb,2.0,2.0,1.0,2.0,Returning_Visitor,Male,Deny,Diploma,Other,0.0,False
0.0,0.0,2.0,75.0,14.0,442.33333330000005,0.0,0.034375,0.0,0.8,Feb,1.0,1.0,3.0,3.0,Returning_Visitor,Male,ALL,Graduate,Single,0.0,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Feb,1.0,1.0,3.0,3.0,Returning_Visitor,Female,ALL,Graduate,Married,0.0,False
0.0,0.0,0.0,0.0,3.0,13.0,0.133333333,0.166666667,0.0,0.0,Feb,2.0,4.0,1.0,1.0,Returning_Visitor,Not Specified,ALL,Not Specified,Other,0.0,False
2.0,20.0,0.0,0.0,16.0,214.8333333,0.0,0.022222222000000003,0.0,0.0,Feb,2.0,2.0,1.0,6.0,Returning_Visitor,Male,Required,Not Specified,Single,0.0,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Feb,3.0,2.0,3.0,3.0,Returning_Visitor,Female,Deny,Others,Other,0.0,False
0.0,0.0,0.0,0.0,6.0,158.16666669999995,0.0,0.033333333,0.0,0.0,Feb,3.0,2.0,4.0,2.0,Returning_Visitor,Male,Deny,Graduate,Married,0.0,False
0.0,0.0,0.0,0.0,9.0,303.6666667,0.005555556,0.046296296,0.0,0.0,Feb,2.0,4.0,5.0,2.0,Returning_Visitor,Female,Required,Others,Other,0.0,False
0.0,0.0,0.0,0.0,3.0,25.0,0.0,0.066666667,0.0,0.0,Feb,2.0,4.0,1.0,5.0,Returning_Visitor,Not Specified,Required,Not Specified,Other,0.0,False
0.0,0.0,0.0,0.0,2.0,42.0,0.05,0.15,0.0,0.4,Feb,2.0,2.0,1.0,4.0,Returning_Visitor,Not Specified,ALL,Not Specified,Other,0.0,False
4.0,103.625,0.0,0.0,14.0,1003.416667,0.0,0.018039216,0.0,0.2,Feb,1.0,1.0,3.0,3.0,Returning_Visitor,Male,ALL,Diploma,Married,0.0,False
0.0,0.0,0.0,0.0,9.0,272.5,0.0,0.011851852,0.0,0.2,Feb,1.0,1.0,6.0,3.0,Returning_Visitor,Male,ALL,Diploma,Other,0.0,False
3.0,19.0,0.0,0.0,8.0,344.0,0.0,0.007407406999999999,0.0,0.0,Feb,2.0,4.0,2.0,3.0,Returning_Visitor,Female,Required,Not Specified,Married,0.0,False
0.0,0.0,1.0,19.0,10.0,852.0,0.0,0.009090909,0.0,0.0,Feb,2.0,2.0,3.0,6.0,Returning_Visitor,Not Specified,ALL,Not Specified,Single,0.0,False
0.0,0.0,0.0,0.0,3.0,1038.0,0.0,0.033333333,0.0,0.0,Feb,2.0,2.0,1.0,1.0,Returning_Visitor,Not Specified,ALL,Others,Single,0.0,False
0.0,0.0,0.0,0.0,28.0,1231.233333,0.007142857,0.030357143,0.0,0.0,Feb,1.0,1.0,4.0,3.0,Returning_Visitor,Not Specified,Required,Not Specified,Single,0.0,False
0.0,0.0,0.0,0.0,11.0,316.6666667,0.0,0.027272727000000004,0.0,0.8,Feb,2.0,2.0,2.0,1.0,Returning_Visitor,Male,ALL,Graduate,Single,0.0,False
0.0,0.0,0.0,0.0,20.0,873.7365079,0.0075,0.028166667000000006,0.0,0.0,Feb,1.0,2.0,1.0,1.0,Returning_Visitor,Female,Required,Others,Married,0.0,False
0.0,0.0,0.0,0.0,4.0,16.0,0.1,0.15,0.0,0.0,Feb,2.0,5.0,5.0,1.0,Returning_Visitor,Male,Deny,Graduate,Single,0.0,False
0.0,0.0,0.0,0.0,19.0,615.0,0.0,0.026315789,0.0,0.2,Feb,2.0,2.0,3.0,3.0,Returning_Visitor,Not Specified,Required,Others,Single,0.0,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Feb,3.0,3.0,3.0,2.0,Returning_Visitor,Not Specified,Deny,Graduate,Other,1.0,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Feb,1.0,1.0,1.0,3.0,Returning_Visitor,Female,Required,Others,Other,0.0,False
0.0,0.0,0.0,0.0,23.0,501.6666667,0.008695652,0.01884058,0.0,0.6,Feb,1.0,1.0,4.0,2.0,Returning_Visitor,Not Specified,Required,Not Specified,Married,0.0,False
2.0,58.0,2.0,22.0,31.0,829.1666667000002,0.03030303,0.040606061,0.0,0.0,Feb,1.0,1.0,1.0,1.0,Returning_Visitor,Female,ALL,Not Specified,Other,1.0,False
0.0,0.0,0.0,0.0,6.0,467.0,0.0,0.016666667,0.0,0.4,Feb,1.0,1.0,3.0,3.0,Returning_Visitor,Male,Required,Not Specified,Married,0.0,False
0.0,0.0,0.0,0.0,12.0,129.0,0.0,0.033333333,0.0,0.0,Feb,1.0,1.0,3.0,2.0,Returning_Visitor,Female,Required,Others,Married,0.0,False
0.0,0.0,0.0,0.0,11.0,684.3333332999998,0.018181818,0.063636364,0.0,0.0,Feb,2.0,4.0,6.0,1.0,Returning_Visitor,Not Specified,ALL,Not Specified,Single,0.0,False
0.0,0.0,0.0,0.0,20.0,665.4722222,0.0,0.0145,0.0,0.8,Feb,3.0,2.0,7.0,4.0,Returning_Visitor,Not Specified,ALL,Not Specified,Married,1.0,False
1.0,0.0,0.0,0.0,15.0,487.5,0.0,0.019166667,0.0,0.8,Feb,1.0,1.0,2.0,4.0,Returning_Visitor,Female,ALL,Others,Other,1.0,False
0.0,0.0,0.0,0.0,17.0,437.1666667,0.011111111000000002,0.033333333,0.0,0.0,Feb,2.0,4.0,1.0,3.0,Returning_Visitor,Female,ALL,Not Specified,Other,0.0,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.8,Feb,1.0,1.0,1.0,2.0,Returning_Visitor,Female,Required,Graduate,Single,1.0,False
5.0,41.3,0.0,0.0,24.0,446.9277778,0.0,0.008602151,0.0,1.0,Feb,2.0,2.0,8.0,1.0,Returning_Visitor,Male,Deny,Diploma,Single,1.0,False
3.0,87.0,0.0,0.0,10.0,320.5,0.0,0.015384615,0.0,0.0,Feb,1.0,1.0,2.0,3.0,Returning_Visitor,Female,Deny,Others,Single,0.0,False
0.0,0.0,0.0,0.0,7.0,666.0,0.0,0.014285714,0.0,0.0,Feb,1.0,1.0,6.0,2.0,Returning_Visitor,Female,Required,Diploma,Married,0.0,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Feb,3.0,2.0,3.0,3.0,Returning_Visitor,Not Specified,ALL,Not Specified,Single,0.0,False
0.0,0.0,0.0,0.0,6.0,163.25,0.033333333,0.033333333,0.0,0.6,Feb,1.0,1.0,6.0,2.0,Returning_Visitor,Not Specified,ALL,Not Specified,Other,0.0,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.6,Feb,4.0,2.0,1.0,3.0,Returning_Visitor,Male,Required,Others,Other,0.0,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Feb,2.0,4.0,1.0,1.0,Returning_Visitor,Female,ALL,Not Specified,Single,0.0,False
0.0,0.0,0.0,0.0,8.0,260.0,0.008333333,0.025,0.0,0.8,Feb,3.0,2.0,1.0,3.0,Returning_Visitor,Not Specified,ALL,Others,Married,1.0,False
2.0,9.0,0.0,0.0,50.0,836.8,0.0,0.006339869000000001,0.0,0.0,Mar,2.0,2.0,3.0,2.0,Returning_Visitor,Male,ALL,Graduate,Single,0.0,False
10.0,293.7782051000001,2.0,153.0,96.0,3283.166739,0.001960784,0.013509414,0.0,0.0,Mar,3.0,2.0,6.0,2.0,Returning_Visitor,Female,ALL,Graduate,Other,1.0,False
9.0,111.5,1.0,48.5,49.0,1868.819697,0.0,0.020708874,1.706014966,0.0,Mar,2.0,2.0,7.0,2.0,Returning_Visitor,Female,Required,Others,Married,0.0,True
3.0,47.0,1.0,51.0,68.0,3008.124108,0.007142857,0.016727891,46.53017511,0.0,Mar,2.0,2.0,1.0,1.0,Returning_Visitor,Female,Required,Graduate,Single,0.0,False
0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,Mar,1.0,1.0,1.0,3.0,Returning_Visitor,Not Specified,Required,Others,Other,0.0,False
3.0,1226.0,5.0,3.0,24.0,3230.25,0.036190476,0.096,0.0,0.0,Mar,2.0,2.0,1.0,2.0,Returning_Visitor,Not Specified,Required,Graduate,Single,0.0,False
3.0,52.0,0.0,0.0,9.0,319.0,0.0,0.02,0.0,0.0,Mar,1.0,1.0,1.0,1.0,Returning_Visitor,Not Specified,Required,Others,Other,0.0,False
0.0,0.0,0.0,0.0,3.0,42.0,0.0,0.066666667,0.0,0.0,Mar,2.0,2.0,3.0,1.0,Returning_Visitor,Male,ALL,Not Specified,Married,0.0,False
0.0,0.0,0.0,0.0,22.0,354.3333333,0.009090909,0.057662338,0.0,0.0,Mar,1.0,1.0,7.0,2.0,Returning_Visitor,Female,ALL,Graduate,Married,1.0,False
0.0,0.0,0.0,0.0,98.0,3556.61241,0.002061856,0.010173465,0.0,0.0,Mar,1.0,1.0,1.0,3.0,Returning_Visitor,Female,ALL,Not Specified,Other,0.0,False
2.0,56.0,1.0,144.0,67.0,2563.783333,0.0,0.005797101,19.34265017,0.0,Mar,2.0,2.0,4.0,2.0,New_Visitor,Male,Required,Others,Other,0.0,True
3.0,112.9607843,0.0,0.0,13.0,3014.018519,0.013068182,0.06140625,0.0,0.0,Mar,2.0,2.0,1.0,2.0,Returning_Visitor,Female,Required,Graduate,Single,0.0,False
0.0,0.0,0.0,0.0,17.0,840.2333332999998,0.0,0.001666667,109.176,0.0,Mar,2.0,2.0,9.0,2.0,New_Visitor,Female,ALL,Graduate,Single,0.0,True
3.0,94.0,2.0,125.0,55.0,1970.844805,0.0,0.0017241379999999998,96.25511582,0.0,Mar,2.0,4.0,1.0,2.0,New_Visitor,Male,Required,Others,Other,1.0,True
0.0,0.0,0.0,0.0,5.0,43.0,0.0,0.04,0.0,0.0,Mar,1.0,1.0,1.0,9.0,Returning_Visitor,Not Specified,ALL,Not Specified,Other,1.0,False
5.0,218.0,0.0,0.0,13.0,284.5,0.0,0.004166667,0.0,0.0,Mar,1.0,1.0,1.0,2.0,New_Visitor,Female,Deny,Graduate,Married,0.0,False
0.0,0.0,0.0,0.0,3.0,133.5,0.0,0.088888889,0.0,0.0,Mar,1.0,2.0,1.0,8.0,Returning_Visitor,Male,Deny,Not Specified,Other,0.0,False
1.0,119.0,0.0,0.0,12.0,297.6666667,0.0,0.008333333,0.0,0.0,Mar,3.0,2.0,1.0,10.0,Returning_Visitor,Not Specified,ALL,Others,Single,0.0,False
2.0,40.0,0.0,0.0,5.0,558.5,0.0,0.028571429,0.0,0.0,Mar,2.0,2.0,7.0,2.0,New_Visitor,Male,ALL,Diploma,Married,1.0,False
3.0,107.0,0.0,0.0,4.0,145.83333330000005,0.0,0.016666667,0.0,0.0,Mar,3.0,2.0,7.0,1.0,New_Visitor,Male,ALL,Diploma,Married,0.0,False
2.0,49.0,1.0,127.0,4.0,188.0,0.033333333,0.0375,0.0,0.0,Mar,3.0,2.0,3.0,2.0,Returning_Visitor,Male,Required,Others,Single,0.0,False
0.0,0.0,0.0,0.0,2.0,50.0,0.0,0.05,0.0,0.0,Mar,3.0,2.0,8.0,11.0,Returning_Visitor,Not Specified,Required,Not Specified,Married,0.0,False
2.0,2.0,3.0,261.0,10.0,281.0,0.0,0.042857143,0.0,0.0,Mar,2.0,2.0,1.0,2.0,Returning_Visitor,Not Specified,Deny,Graduate,Other,0.0,False
2.0,118.0,0.0,0.0,4.0,42.0,0.0,0.066666667,0.0,0.0,Mar,1.0,2.0,7.0,3.0,Returning_Visitor,Not Specified,Deny,Others,Single,0.0,False
0.0,0.0,0.0,0.0,3.0,15.0,0.0,0.066666667,0.0,0.0,Mar,2.0,4.0,3.0,12.0,Returning_Visitor,Not Specified,Deny,Diploma,Other,0.0,False
0.0,0.0,0.0,0.0,5.0,23.0,0.08,0.12,0.0,0.0,Mar,2.0,2.0,1.0,1.0,Returning_Visitor,Not Specified,Required,Diploma,Married,0.0,False
0.0,0.0,0.0,0.0,4.0,14.0,0.1,0.15,0.0,0.0,Mar,3.0,2.0,1.0,1.0,Returning_Visitor,Male,ALL,Graduate,Other,0.0,False
